PARENT_KEY_NODE_KEY               ,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
74867AD200E41EDBA5D8B0C98DD88052  ,50,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776.00,527.44
74867AD200E41EDBA5D8B0C98DD88052  ,60,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46.00,8.74
74867AD200E41EDBA5D8B0C98DD88052  ,70,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297.00,56.43
74867AD200E41EDBA5D8B0C98DD88052  ,80,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164.00,791.16
74867AD200E41EDBA5D8B0C98DD88052  ,90,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46.00,8.74
74867AD200E41EDBA5D8B0C98DD88052  ,100,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297.00,56.43
74867AD200E41EDBA5D8B0C98DD8A052  ,10,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
74867AD200E41EDBA5D8B0C98DD8A052  ,20,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77.00,14.63
74867AD200E41EDBA5D8B0C98DD8A052  ,30,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,4757.62,3998.00,759.62
74867AD200E41EDBA5D8B0C98DD8A052  ,40,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,594.98,499.98,95.00
74867AD200E41EDBA5D8B0C98DD8A052  ,50,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,91.63,77.00,14.63
74867AD200E41EDBA5D8B0C98DD8A052  ,60,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,4757.62,3998.00,759.62
74867AD200E41EDBA5D8B0C98DD8A052  ,70,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.50
74867AD200E41EDBA5D8B0C98DD8A052  ,80,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154.00,29.26
74867AD200E41EDBA5D8B0C98DD8C052  ,10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
74867AD200E41EDBA5D8B0C98DD8C052  ,20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.90,4710.00,894.90
74867AD200E41EDBA5D8B0C98DD8C052  ,30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,320.94,269.70,51.24
74867AD200E41EDBA5D8B0C98DD8C052  ,40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,35.69,29.99,5.70
74867AD200E41EDBA5D8B0C98DD8C052  ,50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,1868.30,1570.00,298.30
74867AD200E41EDBA5D8B0C98DD8E052  ,10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1023.40,860.00,163.40
74867AD200E41EDBA5D8B0C98DD8E052  ,20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DD8E052  ,30,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98.00,18.62
74867AD200E41EDBA5D8B0C98DD8E052  ,40,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,511.70,430.00,81.70
74867AD200E41EDBA5D8B0C98DD8E052  ,50,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DD90052  ,10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,714.00,600.00,114.00
74867AD200E41EDBA5D8B0C98DD90052  ,20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358.00,638.02
74867AD200E41EDBA5D8B0C98DD90052  ,30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.80,11.36
74867AD200E41EDBA5D8B0C98DD90052  ,40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DD90052  ,50,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358.00,638.02
74867AD200E41EDBA5D8B0C98DD90052  ,60,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.80,11.36
74867AD200E41EDBA5D8B0C98DD90052  ,70,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DD92052  ,10,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,5994.03,5037.00,957.03
74867AD200E41EDBA5D8B0C98DD92052  ,20,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.90,5.68
74867AD200E41EDBA5D8B0C98DD92052  ,30,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DD94052  ,10,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DD94052  ,20,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,531.93,447.00,84.93
74867AD200E41EDBA5D8B0C98DD94052  ,30,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,40.46,34.00,6.46
74867AD200E41EDBA5D8B0C98DD94052  ,40,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DD94052  ,50,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298.00,56.62
74867AD200E41EDBA5D8B0C98DD94052  ,60,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,40.46,34.00,6.46
74867AD200E41EDBA5D8B0C98DD94052  ,70,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,3213.00,2700.00,513.00
74867AD200E41EDBA5D8B0C98DD94052  ,80,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,177.31,149.00,28.31
74867AD200E41EDBA5D8B0C98DD96052  ,10,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,404.60,340.00,64.60
74867AD200E41EDBA5D8B0C98DD96052  ,20,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,1982.54,1666.00,316.54
74867AD200E41EDBA5D8B0C98DD96052  ,30,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798.00,911.62
74867AD200E41EDBA5D8B0C98DD96052  ,40,74867AD200E41EDBA5D8B06B26EE0052  ,EUR          ,606.90,510.00,96.90
74867AD200E41EDBA5D8B0C98DD96052  ,50,74867AD200E41EDBA5D8B06B26F94052  ,EUR          ,991.27,833.00,158.27
74867AD200E41EDBA5D8B0C98DD96052  ,60,74867AD200E41EDBA5D8B06B26F3A052  ,EUR          ,5709.62,4798.00,911.62
74867AD200E41EDBA5D8B0C98DD98052  ,10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798.00,341.62
74867AD200E41EDBA5D8B0C98DD98052  ,20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DD98052  ,30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,595.00,500.00,95.00
74867AD200E41EDBA5D8B0C98DD9A052  ,10,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798.00,341.62
74867AD200E41EDBA5D8B0C98DD9A052  ,20,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DD9A052  ,30,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.50,750.00,142.50
74867AD200E41EDBA5D8B0C98DD9A052  ,40,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,2139.62,1798.00,341.62
74867AD200E41EDBA5D8B0C98DD9A052  ,50,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,33.32,28.00,5.32
74867AD200E41EDBA5D8B0C98DD9A052  ,60,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.50,250.00,47.50
74867AD200E41EDBA5D8B0C98DD9A052  ,70,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,3209.43,2697.00,512.43
74867AD200E41EDBA5D8B0C98DD9C052  ,10,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23.00,4.37
74867AD200E41EDBA5D8B0C98DD9C052  ,20,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,353.43,297.00,56.43
74867AD200E41EDBA5D8B0C98DD9C052  ,30,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164.00,791.16
74867AD200E41EDBA5D8B0C98DD9C052  ,40,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23.00,4.37
74867AD200E41EDBA5D8B0C98DD9E052  ,10,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138.00,26.22
74867AD200E41EDBA5D8B0C98DD9E052  ,20,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DD9E052  ,30,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171.00
74867AD200E41EDBA5D8B0C98DD9E052  ,40,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,246.33,207.00,39.33
74867AD200E41EDBA5D8B0C98DD9E052  ,50,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DD9E052  ,60,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171.00
74867AD200E41EDBA5D8B0C98DD9E052  ,70,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69.00,13.11
74867AD200E41EDBA5D8B0C98DD9E052  ,80,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DD9E052  ,90,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
74867AD200E41EDBA5D8B0C98DDA0052  ,10,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,177.31,149.00,28.31
74867AD200E41EDBA5D8B0C98DDA0052  ,20,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,121.38,102.00,19.38
74867AD200E41EDBA5D8B0C98DDA0052  ,30,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DDA0052  ,40,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298.00,56.62
74867AD200E41EDBA5D8B0C98DDA0052  ,50,74867AD200E41EDBA5D8B06B26F1E052  ,MXN          ,121.38,102.00,19.38
74867AD200E41EDBA5D8B0C98DDA0052  ,60,74867AD200E41EDBA5D8B06B26F78052  ,MXN          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DDA0052  ,70,74867AD200E41EDBA5D8B06B26EC4052  ,MXN          ,354.62,298.00,56.62
74867AD200E41EDBA5D8B0C98DDA2052  ,10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16.00,3.04
74867AD200E41EDBA5D8B0C98DDA2052  ,20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,1306.62,1098.00,208.62
74867AD200E41EDBA5D8B0C98DDA2052  ,30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.30,270.00,51.30
74867AD200E41EDBA5D8B0C98DDA2052  ,40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,19.04,16.00,3.04
74867AD200E41EDBA5D8B0C98DDA2052  ,50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,653.31,549.00,104.31
74867AD200E41EDBA5D8B0C98DDA2052  ,60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.90,810.00,153.90
74867AD200E41EDBA5D8B0C98DDA4052  ,10,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.50,4950.00,940.50
74867AD200E41EDBA5D8B0C98DDA4052  ,20,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.10
74867AD200E41EDBA5D8B0C98DDA4052  ,30,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.90,15.18
74867AD200E41EDBA5D8B0C98DDA4052  ,40,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,5890.50,4950.00,940.50
74867AD200E41EDBA5D8B0C98DDA4052  ,50,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.10
74867AD200E41EDBA5D8B0C98DDA4052  ,60,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.90,15.18
74867AD200E41EDBA5D8B0C98DDA4052  ,70,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,3927.00,3300.00,627.00
74867AD200E41EDBA5D8B0C98DDA4052  ,80,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
74867AD200E41EDBA5D8B0C98DDA4052  ,90,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.80,30.36
74867AD200E41EDBA5D8B0C98DDA6052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778.00,337.82
74867AD200E41EDBA5D8B0C98DDA6052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189.00,35.91
74867AD200E41EDBA5D8B0C98DDA6052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,2115.82,1778.00,337.82
74867AD200E41EDBA5D8B0C98DDA8052  ,10,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,1998.01,1679.00,319.01
74867AD200E41EDBA5D8B0C98DDA8052  ,20,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.80,11.36
74867AD200E41EDBA5D8B0C98DDAA052  ,10,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237.00,45.03
74867AD200E41EDBA5D8B0C98DDAA052  ,20,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,1827.84,1536.00,291.84
74867AD200E41EDBA5D8B0C98DDAA052  ,30,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.90,1.69
74867AD200E41EDBA5D8B0C98DDAA052  ,40,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158.00,30.02
74867AD200E41EDBA5D8B0C98DDAC052  ,10,74867AD200E41EDBA5D8B06B26ED0052  ,USD          ,1424.43,1197.00,227.43
74867AD200E41EDBA5D8B0C98DDAC052  ,20,74867AD200E41EDBA5D8B06B26F84052  ,USD          ,1651.72,1388.00,263.72
74867AD200E41EDBA5D8B0C98DDAC052  ,30,74867AD200E41EDBA5D8B06B26F2A052  ,USD          ,110.67,93.00,17.67
74867AD200E41EDBA5D8B0C98DDAC052  ,40,74867AD200E41EDBA5D8B06B26ED0052  ,USD          ,1424.43,1197.00,227.43
74867AD200E41EDBA5D8B0C98DDAC052  ,50,74867AD200E41EDBA5D8B06B26F84052  ,USD          ,1651.72,1388.00,263.72
74867AD200E41EDBA5D8B0C98DDAE052  ,10,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDAE052  ,20,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.40,31.05
74867AD200E41EDBA5D8B0C98DDAE052  ,30,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDAE052  ,40,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,194.45,163.40,31.05
74867AD200E41EDBA5D8B0C98DDAE052  ,50,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,355.81,299.00,56.81
74867AD200E41EDBA5D8B0C98DDAE052  ,60,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,97.22,81.70,15.52
74867AD200E41EDBA5D8B0C98DDAE052  ,70,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDAE052  ,80,74867AD200E41EDBA5D8B06B26EFC052  ,ZAR          ,291.67,245.10,46.57
74867AD200E41EDBA5D8B0C98DDAE052  ,90,74867AD200E41EDBA5D8B06B26F56052  ,ZAR          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDB0052  ,10,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.40,460.00,87.40
74867AD200E41EDBA5D8B0C98DDB0052  ,20,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.90,1.31
74867AD200E41EDBA5D8B0C98DDB0052  ,30,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598.00,303.62
74867AD200E41EDBA5D8B0C98DDB2052  ,10,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,1535.10,1290.00,245.10
74867AD200E41EDBA5D8B0C98DDB2052  ,20,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0.00,0.00,0.00
74867AD200E41EDBA5D8B0C98DDB4052  ,10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DDB4052  ,20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,5994.03,5037.00,957.03
74867AD200E41EDBA5D8B0C98DDB4052  ,30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.90,5.68
74867AD200E41EDBA5D8B0C98DDB4052  ,40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,1428.00,1200.00,228.00
74867AD200E41EDBA5D8B0C98DDB6052  ,10,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497.00,854.43
74867AD200E41EDBA5D8B0C98DDB6052  ,20,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037.00,387.03
74867AD200E41EDBA5D8B0C98DDB6052  ,30,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,5351.43,4497.00,854.43
74867AD200E41EDBA5D8B0C98DDB6052  ,40,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,2424.03,2037.00,387.03
74867AD200E41EDBA5D8B0C98DDB6052  ,50,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499.00,284.81
74867AD200E41EDBA5D8B0C98DDB6052  ,60,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358.00,258.02
74867AD200E41EDBA5D8B0C98DDB6052  ,70,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,1783.81,1499.00,284.81
74867AD200E41EDBA5D8B0C98DDB6052  ,80,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,1616.02,1358.00,258.02
74867AD200E41EDBA5D8B0C98DDB8052  ,10,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,5950.00,5000.00,950.00
74867AD200E41EDBA5D8B0C98DDB8052  ,20,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198.00,227.62
74867AD200E41EDBA5D8B0C98DDB8052  ,30,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DDB8052  ,40,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900.00,10000.00,1900.00
74867AD200E41EDBA5D8B0C98DDB8052  ,50,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,2138.43,1797.00,341.43
74867AD200E41EDBA5D8B0C98DDB8052  ,60,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DDB8052  ,70,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,11900.00,10000.00,1900.00
74867AD200E41EDBA5D8B0C98DDB8052  ,80,74867AD200E41EDBA5D8B06B26F96052  ,EUR          ,1425.62,1198.00,227.62
74867AD200E41EDBA5D8B0C98DDB8052  ,90,74867AD200E41EDBA5D8B06B26EE2052  ,EUR          ,353.43,297.00,56.43
74867AD200E41EDBA5D8B0C98DDB8052  ,100,74867AD200E41EDBA5D8B06B26F3C052  ,EUR          ,17850.00,15000.00,2850.00
74867AD200E41EDBA5D8B0C98DDBA052  ,10,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.40
74867AD200E41EDBA5D8B0C98DDBA052  ,20,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,1868.30,1570.00,298.30
74867AD200E41EDBA5D8B0C98DDBA052  ,30,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.80,34.16
74867AD200E41EDBA5D8B0C98DDBA052  ,40,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,71.38,59.98,11.40
74867AD200E41EDBA5D8B0C98DDBA052  ,50,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,3736.60,3140.00,596.60
74867AD200E41EDBA5D8B0C98DDBA052  ,60,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.80,34.16
74867AD200E41EDBA5D8B0C98DDBA052  ,70,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
74867AD200E41EDBA5D8B0C98DDBA052  ,80,74867AD200E41EDBA5D8B06B26EB8052  ,USD          ,5604.90,4710.00,894.90
74867AD200E41EDBA5D8B0C98DDBA052  ,90,74867AD200E41EDBA5D8B06B26F12052  ,USD          ,213.96,179.80,34.16
74867AD200E41EDBA5D8B0C98DDBA052  ,100,74867AD200E41EDBA5D8B06B26F6C052  ,USD          ,107.06,89.97,17.09
74867AD200E41EDBA5D8B0C98DDBC052  ,10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,4955.16,4164.00,791.16
74867AD200E41EDBA5D8B0C98DDBC052  ,20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23.00,4.37
74867AD200E41EDBA5D8B0C98DDBC052  ,30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DDBC052  ,40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,3303.44,2776.00,527.44
74867AD200E41EDBA5D8B0C98DDBC052  ,50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23.00,4.37
74867AD200E41EDBA5D8B0C98DDBC052  ,60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198.00,37.62
74867AD200E41EDBA5D8B0C98DDBC052  ,70,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,1651.72,1388.00,263.72
74867AD200E41EDBA5D8B0C98DDBC052  ,80,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46.00,8.74
74867AD200E41EDBA5D8B0C98DDBE052  ,10,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DDBE052  ,20,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,46.37,38.97,7.40
74867AD200E41EDBA5D8B0C98DDBE052  ,30,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,174.93,147.00,27.93
74867AD200E41EDBA5D8B0C98DDBE052  ,40,74867AD200E41EDBA5D8B06B26EF6052  ,USD          ,15.46,12.99,2.47
74867AD200E41EDBA5D8B0C98DDBE052  ,50,74867AD200E41EDBA5D8B06B26F50052  ,USD          ,58.31,49.00,9.31
74867AD200E41EDBA5D8B0C98DDC0052  ,10,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,547.40,460.00,87.40
74867AD200E41EDBA5D8B0C98DDC0052  ,20,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,8.21,6.90,1.31
74867AD200E41EDBA5D8B0C98DDC0052  ,30,74867AD200E41EDBA5D8B06B26F7E052  ,EUR          ,1901.62,1598.00,303.62
74867AD200E41EDBA5D8B0C98DDC0052  ,40,74867AD200E41EDBA5D8B06B26ECA052  ,EUR          ,273.70,230.00,43.70
74867AD200E41EDBA5D8B0C98DDC0052  ,50,74867AD200E41EDBA5D8B06B26F24052  ,EUR          ,24.63,20.70,3.93
74867AD200E41EDBA5D8B0C98DDC2052  ,10,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,714.00,600.00,114.00
74867AD200E41EDBA5D8B0C98DDC2052  ,20,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358.00,638.02
74867AD200E41EDBA5D8B0C98DDC2052  ,30,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.80,11.36
74867AD200E41EDBA5D8B0C98DDC2052  ,40,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DDC2052  ,50,74867AD200E41EDBA5D8B06B26EC6052  ,ARS          ,3996.02,3358.00,638.02
74867AD200E41EDBA5D8B0C98DDC2052  ,60,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,71.16,59.80,11.36
74867AD200E41EDBA5D8B0C98DDC2052  ,70,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,2142.00,1800.00,342.00
74867AD200E41EDBA5D8B0C98DDC4052  ,10,74867AD200E41EDBA5D8B06B26F0E052  ,EUR          ,92.82,78.00,14.82
74867AD200E41EDBA5D8B0C98DDC4052  ,20,74867AD200E41EDBA5D8B06B26EB4052  ,EUR          ,1137.64,956.00,181.64
74867AD200E41EDBA5D8B0C98DDC4052  ,30,74867AD200E41EDBA5D8B06B26F68052  ,EUR          ,1674.33,1407.00,267.33
74867AD200E41EDBA5D8B0C98DDC6052  ,10,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.40,38.46
74867AD200E41EDBA5D8B0C98DDC6052  ,20,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501.00,95.19
74867AD200E41EDBA5D8B0C98DDC6052  ,30,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.20,19.23
74867AD200E41EDBA5D8B0C98DDC6052  ,40,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334.00,63.46
74867AD200E41EDBA5D8B0C98DDC6052  ,50,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.40,38.46
74867AD200E41EDBA5D8B0C98DDC6052  ,60,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167.00,31.73
74867AD200E41EDBA5D8B0C98DDC6052  ,70,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.60,57.68
74867AD200E41EDBA5D8B0C98DDC6052  ,80,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,198.73,167.00,31.73
74867AD200E41EDBA5D8B0C98DDC8052  ,10,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1070.98,899.98,171.00
74867AD200E41EDBA5D8B0C98DDC8052  ,20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138.00,26.22
74867AD200E41EDBA5D8B0C98DDC8052  ,30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDC8052  ,40,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,1606.46,1349.97,256.49
74867AD200E41EDBA5D8B0C98DDC8052  ,50,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,82.11,69.00,13.11
74867AD200E41EDBA5D8B0C98DDC8052  ,60,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,711.62,598.00,113.62
74867AD200E41EDBA5D8B0C98DDCA052  ,10,74867AD200E41EDBA5D8B06B26EDA052  ,EUR          ,830.62,698.00,132.62
